,ship-service-level,Category,Amount
107782,Expedited,T-shirt,835.0
107783,Expedited,Shirt,345.0
107784,Expedited,T-shirt,999.0
107785,Expedited,Shirt,487.0
107786,Expedited,Trousers,726.0
107787,Expedited,Shirt,399.0
107788,Expedited,Blazzer,735.0
107789,Expedited,T-shirt,664.0
107790,Expedited,T-shirt,654.0
107791,Standard,T-shirt,
107792,Standard,Blazzer,735.0
107793,Expedited,Shirt,468.0
107794,Expedited,Blazzer,1044.0
107795,Standard,T-shirt,850.0
107796,Expedited,Shirt,435.0
107797,Expedited,Shirt,435.0
107798,Expedited,Shirt,688.0
107799,Expedited,Shirt,688.0
107800,Standard,T-shirt,1125.0
107801,Expedited,Shirt,
107802,Expedited,Shirt,399.0
107803,Expedited,T-shirt,999.0
107804,Expedited,Blazzer,735.0
107805,Expedited,T-shirt,799.0
107806,Expedited,Shirt,626.0
107807,Standard,T-shirt,664.0
107808,Expedited,T-shirt,
107809,Expedited,Trousers,625.0
107810,Expedited,T-shirt,857.0
107811,Expedited,T-shirt,1442.0
107812,Standard,Shirt,
107813,Standard,Perfume,475.0
107814,Standard,Shirt,635.0
107815,Standard,Blazzer,735.0
107816,Expedited,Blazzer,791.0
107817,Expedited,T-shirt,450.0
107818,Standard,Shirt,
107819,Expedited,Shirt,471.0
107820,Expedited,T-shirt,560.0
107821,Expedited,T-shirt,852.0
107822,Expedited,Blazzer,828.0
107823,Expedited,T-shirt,799.0
107824,Expedited,T-shirt,1122.0
107825,Expedited,Shirt,565.0
107826,Expedited,Shirt,735.0
107827,Expedited,Trousers,726.0
107828,Expedited,T-shirt,799.0
107829,Expedited,Shirt,399.0
107830,Standard,Trousers,338.0
107831,Expedited,Blazzer,735.0
107832,Expedited,T-shirt,832.0
107833,Expedited,T-shirt,1229.0
107834,Standard,Shirt,1043.0
107835,Expedited,Blazzer,735.0
107836,Expedited,Shirt,487.0
107837,Expedited,T-shirt,625.0
107838,Expedited,Shirt,435.0
107839,Expedited,T-shirt,
107840,Expedited,T-shirt,
107841,Expedited,Shirt,544.0
107842,Expedited,Blazzer,1091.0
107843,Expedited,Shirt,645.0
107844,Expedited,Blazzer,1091.0
107845,Expedited,T-shirt,573.0
107846,Expedited,T-shirt,1399.0
107847,Standard,T-shirt,722.86
107848,Expedited,Shirt,376.0
107849,Expedited,T-shirt,1325.0
107850,Standard,Shirt,
107851,Standard,Shirt,596.2
107852,Standard,Blazzer,735.0
107853,Expedited,Shirt,525.0
107854,Expedited,T-shirt,1075.0
107855,Standard,T-shirt,1163.0
107856,Expedited,T-shirt,1018.0
107857,Expedited,T-shirt,1137.0
107858,Expedited,Blazzer,791.0
107859,Expedited,Trousers,
107860,Expedited,Blazzer,735.0
107861,Expedited,Shirt,729.0
107862,Expedited,Trousers,599.0
107863,Expedited,T-shirt,
107864,Expedited,Shirt,320.0
107865,Standard,Shirt,0.0
107866,Expedited,Shirt,735.0
107867,Expedited,T-shirt,635.0
107868,Expedited,Blazzer,825.0
107869,Expedited,Shirt,0.0
107870,Expedited,Shirt,376.0
107871,Expedited,Shoes,659.0
107872,Expedited,Shirt,431.0
107873,Standard,Shirt,449.0
107874,Expedited,Shirt,496.0
107875,Standard,Shirt,292.0
107876,Expedited,Shirt,569.0
107877,Expedited,Shirt,869.0
107878,Expedited,Shirt,665.0
107879,Expedited,Blazzer,1168.0
107880,Expedited,Blazzer,725.0
107881,Standard,Blazzer,771.0
107882,Expedited,Blazzer,735.0
107883,Standard,Blazzer,735.0
107884,Expedited,T-shirt,565.0
107885,Expedited,Shirt,486.0
107886,Expedited,Shirt,435.0
107887,Expedited,T-shirt,560.0
107888,Expedited,Trousers,908.0
107889,Expedited,Shirt,496.0
107890,Expedited,Trousers,908.0
107891,Standard,T-shirt,0.0
107892,Standard,T-shirt,845.0
107893,Standard,Perfume,417.14
107894,Expedited,Shirt,422.0
107895,Expedited,Shirt,345.0
107896,Expedited,T-shirt,1163.0
107897,Expedited,Shirt,
107898,Expedited,T-shirt,888.0
107899,Expedited,Shirt,
107900,Standard,T-shirt,587.0
107901,Expedited,T-shirt,1152.0
107902,Expedited,Shirt,375.0
107903,Standard,Trousers,443.0
107904,Expedited,Shirt,376.0
107905,Expedited,T-shirt,921.0
107906,Expedited,Blazzer,
107907,Standard,T-shirt,702.0
107908,Standard,T-shirt,1098.0
107909,Expedited,Shirt,
107910,Expedited,T-shirt,852.0
107911,Expedited,T-shirt,635.0
107912,Expedited,Blazzer,735.0
107913,Expedited,Blazzer,1091.0
107914,Expedited,Shirt,399.0
107915,Expedited,Trousers,625.0
107916,Expedited,T-shirt,999.0
107917,Expedited,T-shirt,537.0
107918,Expedited,T-shirt,635.0
107919,Expedited,T-shirt,
107920,Expedited,T-shirt,569.0
107921,Standard,T-shirt,569.0
107922,Expedited,Shirt,533.0
107923,Standard,T-shirt,648.0
107924,Expedited,Trousers,518.0
107925,Standard,T-shirt,635.0
107926,Expedited,T-shirt,
107927,Expedited,Blazzer,661.0
107928,Expedited,Blazzer,1377.0
107929,Expedited,T-shirt,666.0
107930,Expedited,T-shirt,626.0
107931,Expedited,T-shirt,967.0
107932,Expedited,Blazzer,859.0
107933,Standard,Blazzer,908.0
107934,Standard,Blazzer,0.0
107935,Expedited,Trousers,399.0
107936,Expedited,Blazzer,735.0
107937,Standard,Blazzer,735.0
107938,Expedited,T-shirt,702.0
107939,Expedited,Shirt,432.0
107940,Standard,T-shirt,537.0
107941,Standard,T-shirt,1186.0
107942,Expedited,Trousers,371.0
107943,Expedited,Trousers,371.0
107944,Expedited,Trousers,726.0
107945,Expedited,Shirt,301.0
107946,Expedited,Shirt,486.0
107947,Expedited,Shirt,688.0
107948,Expedited,T-shirt,999.0
107949,Standard,T-shirt,771.0
107950,Standard,T-shirt,
107951,Standard,T-shirt,
107952,Standard,T-shirt,
107953,Expedited,T-shirt,635.0
107954,Standard,T-shirt,
107955,Standard,Trousers,
107956,Standard,T-shirt,
107957,Expedited,T-shirt,599.0
107958,Standard,T-shirt,
107959,Expedited,T-shirt,450.0
107960,Standard,Shirt,
107961,Standard,T-shirt,
107962,Expedited,T-shirt,999.0
107963,Expedited,Trousers,908.0
107964,Standard,T-shirt,799.0
107965,Standard,T-shirt,692.0
107966,Standard,Blazzer,735.0
107967,Expedited,Blazzer,735.0
107968,Expedited,Shirt,435.0
107969,Expedited,Shirt,383.0
107970,Standard,T-shirt,1442.0
107971,Standard,Blazzer,725.0
107972,Expedited,Shirt,
107973,Expedited,T-shirt,
107974,Expedited,Shirt,301.0
107975,Expedited,T-shirt,799.0
107976,Standard,Blazzer,899.0
107977,Expedited,T-shirt,552.0
107978,Standard,Shirt,349.0
107979,Expedited,Shirt,399.0
107980,Expedited,Shirt,457.0
107981,Expedited,Shirt,345.0
107982,Standard,Shirt,292.0
107983,Expedited,Shirt,422.0
107984,Expedited,Shirt,399.0
107985,Standard,T-shirt,1163.0
107986,Expedited,T-shirt,
107987,Expedited,T-shirt,1127.0
107988,Expedited,Shirt,330.0
107989,Expedited,Shirt,
107990,Expedited,Shirt,432.0
107991,Expedited,T-shirt,1163.0
107992,Expedited,T-shirt,1163.0
107993,Standard,Blazzer,735.0
107994,Expedited,Shirt,318.0
107995,Standard,Shirt,655.24
107996,Standard,Shirt,301.0
107997,Standard,Shirt,486.0
107998,Standard,Shirt,487.0
107999,Standard,Blazzer,735.0
108000,Expedited,Shirt,491.0
108001,Expedited,T-shirt,1075.0
108002,Expedited,Shirt,376.0
108003,Expedited,T-shirt,1122.0
108004,Standard,T-shirt,671.0
108005,Standard,Shirt,436.0
108006,Standard,Shirt,325.0
108007,Expedited,T-shirt,529.0
108008,Expedited,Perfume,438.0
108009,Expedited,T-shirt,788.0
108010,Standard,T-shirt,999.0
108011,Standard,Blazzer,735.0
108012,Expedited,T-shirt,999.0
108013,Expedited,Shirt,635.0
108014,Expedited,Blazzer,879.0
108015,Expedited,Shirt,612.0
108016,Expedited,Blazzer,1091.0
108017,Expedited,Shirt,735.0
108018,Expedited,T-shirt,999.0
108019,Expedited,T-shirt,1125.0
108020,Standard,T-shirt,1369.0
108021,Standard,Blazzer,735.0
108022,Expedited,T-shirt,1447.0
108023,Standard,Blazzer,735.0
108024,Expedited,Blazzer,735.0
108025,Expedited,Shirt,380.0
108026,Expedited,T-shirt,475.0
108027,Expedited,Shirt,368.0
108028,Standard,T-shirt,1176.0
108029,Expedited,T-shirt,635.0
108030,Expedited,Trousers,758.0
108031,Expedited,T-shirt,
108032,Expedited,Shirt,459.0
108033,Expedited,Shirt,399.0
108034,Expedited,Shirt,486.0
108035,Standard,T-shirt,1018.0
108036,Expedited,Shirt,301.0
108037,Expedited,T-shirt,1137.0
108038,Standard,Blazzer,735.0
108039,Standard,Shirt,636.0
108040,Expedited,T-shirt,635.0
108041,Standard,Blazzer,792.0
108042,Expedited,Trousers,518.0
108043,Standard,Shirt,
108044,Expedited,T-shirt,648.0
108045,Expedited,T-shirt,599.0
108046,Expedited,Wallet,879.0
108047,Expedited,Trousers,518.0
108048,Expedited,Shirt,431.0
108049,Expedited,Blazzer,735.0
108050,Standard,T-shirt,1122.0
108051,Expedited,T-shirt,499.0
108052,Expedited,Blazzer,1091.0
108053,Expedited,T-shirt,832.0
108054,Standard,Shirt,391.0
108055,Expedited,Shirt,301.0
108056,Expedited,T-shirt,888.0
108057,Expedited,T-shirt,568.0
108058,Standard,Shirt,292.0
108059,Standard,Shirt,318.0
108060,Standard,Shirt,292.0
108061,Standard,T-shirt,664.0
108062,Expedited,Shirt,665.0
108063,Expedited,Perfume,
108064,Expedited,Shirt,688.0
108065,Standard,T-shirt,604.76
108066,Expedited,T-shirt,702.0
108067,Expedited,T-shirt,1075.0
108068,Standard,Blazzer,700.0
108069,Expedited,Shirt,487.0
108070,Expedited,Shirt,375.0
108071,Standard,T-shirt,1001.79
108072,Expedited,Shirt,688.0
108073,Standard,Trousers,0.0
108074,Expedited,Shirt,375.0
108075,Standard,Blazzer,725.0
108076,Standard,T-shirt,1163.0
108077,Expedited,Shirt,
108078,Expedited,T-shirt,1268.0
108079,Expedited,T-shirt,635.0
108080,Expedited,T-shirt,899.0
108081,Standard,T-shirt,1122.0
108082,Expedited,T-shirt,1473.0
108083,Standard,Shirt,435.0
108084,Expedited,Trousers,0.0
108085,Standard,T-shirt,1176.0
108086,Standard,T-shirt,664.0
108087,Expedited,Shirt,836.0
108088,Expedited,T-shirt,1325.0
108089,Expedited,T-shirt,563.0
108090,Expedited,Shirt,399.0
108091,Expedited,T-shirt,1122.0
108092,Standard,Blazzer,735.0
108093,Expedited,Shirt,487.0
108094,Standard,T-shirt,1163.0
108095,Standard,Blazzer,735.0
108096,Expedited,T-shirt,921.0
108097,Expedited,Shirt,474.0
108098,Standard,Blazzer,735.0
108099,Expedited,Shirt,459.0
108100,Expedited,T-shirt,569.0
108101,Standard,Shirt,325.0
108102,Standard,T-shirt,1477.0
108103,Standard,Blazzer,735.0
108104,Standard,Blazzer,0.0
108105,Expedited,T-shirt,1163.0
108106,Standard,T-shirt,569.0
108107,Expedited,Shirt,
108108,Standard,T-shirt,429.0
108109,Expedited,Shirt,655.0
108110,Expedited,Shirt,754.0
108111,Expedited,T-shirt,475.0
108112,Standard,T-shirt,666.0
108113,Expedited,Shirt,735.0
108114,Expedited,Shirt,524.0
108115,Expedited,Shirt,
108116,Expedited,Trousers,693.0
108117,Standard,Trousers,
108118,Standard,Blazzer,734.29
108119,Standard,Blazzer,690.48
108120,Standard,Shirt,666.0
108121,Expedited,T-shirt,569.0
108122,Standard,Blazzer,690.48
108123,Standard,Shirt,760.0
108124,Expedited,Shirt,345.0
108125,Expedited,Shirt,330.0
108126,Expedited,T-shirt,759.0
108127,Standard,T-shirt,1301.0
108128,Expedited,T-shirt,1268.0
108129,Standard,Blazzer,735.0
108130,Expedited,T-shirt,1442.0
108131,Expedited,Shirt,487.0
108132,Standard,Shirt,349.0
108133,Expedited,T-shirt,612.0
108134,Standard,Blazzer,735.0
108135,Standard,T-shirt,1238.0
108136,Expedited,T-shirt,825.0
108137,Expedited,Trousers,758.0
108138,Expedited,Shirt,471.0
108139,Standard,T-shirt,999.0
108140,Standard,T-shirt,1001.79
108141,Expedited,T-shirt,416.0
108142,Standard,Shirt,345.0
108143,Expedited,T-shirt,667.0
108144,Standard,T-shirt,1473.0
108145,Standard,Shirt,368.57
108146,Expedited,Shirt,754.0
108147,Standard,T-shirt,1238.0
108148,Expedited,T-shirt,573.0
108149,Expedited,Shirt,399.0
108150,Expedited,T-shirt,599.0
108151,Standard,T-shirt,591.0
108152,Expedited,T-shirt,792.0
108153,Expedited,T-shirt,1556.0
108154,Expedited,T-shirt,545.0
108155,Expedited,T-shirt,999.0
108156,Expedited,Shirt,435.0
108157,Expedited,Shirt,0.0
108158,Expedited,T-shirt,399.0
108159,Expedited,Shirt,301.0
108160,Expedited,T-shirt,573.0
108161,Expedited,T-shirt,1122.0
108162,Standard,Shirt,348.0
108163,Standard,T-shirt,475.0
108164,Expedited,Shirt,487.0
108165,Expedited,Trousers,758.0
108166,Expedited,Blazzer,792.0
108167,Standard,Shirt,486.0
108168,Standard,Shirt,353.0
108169,Expedited,T-shirt,0.0
108170,Expedited,Shirt,353.0
108171,Expedited,Shirt,376.0
108172,Expedited,T-shirt,
108173,Expedited,T-shirt,847.0
108174,Expedited,T-shirt,1122.0
108175,Expedited,Blazzer,413.0
108176,Expedited,T-shirt,416.0
108177,Expedited,Blazzer,908.0
108178,Expedited,Shirt,435.0
108179,Standard,Blazzer,657.14
108180,Expedited,T-shirt,1149.0
108181,Expedited,Shirt,399.0
108182,Expedited,Shirt,487.0
108183,Expedited,Shirt,457.0
108184,Expedited,Trousers,665.0
108185,Standard,T-shirt,845.0
108186,Standard,T-shirt,457.0
108187,Expedited,Blazzer,661.0
108188,Standard,T-shirt,0.0
108189,Expedited,Shirt,335.0
108190,Standard,Shirt,457.0
108191,Standard,Shirt,345.0
108192,Expedited,Shirt,836.0
108193,Expedited,Blazzer,771.0
108194,Expedited,Blazzer,899.0
108195,Expedited,T-shirt,464.0
108196,Standard,Shirt,436.0
108197,Expedited,Shirt,487.0
108198,Expedited,Shirt,318.0
108199,Expedited,T-shirt,1137.0
108200,Standard,Blazzer,700.0
108201,Expedited,Shirt,335.0
108202,Expedited,Shirt,496.0
108203,Expedited,Shirt,387.0
108204,Expedited,T-shirt,569.0
108205,Standard,T-shirt,850.0
108206,Expedited,T-shirt,
108207,Expedited,Shirt,
108208,Expedited,T-shirt,635.0
108209,Expedited,Shirt,487.0
108210,Expedited,T-shirt,598.0
108211,Expedited,T-shirt,1442.0
108212,Expedited,T-shirt,501.0
108213,Expedited,Shirt,558.0
108214,Expedited,T-shirt,771.0
108215,Expedited,T-shirt,1018.0
108216,Expedited,T-shirt,612.0
108217,Expedited,Blazzer,735.0
108218,Standard,Shirt,325.0
108219,Expedited,Shirt,468.0
108220,Expedited,Shirt,459.0
108221,Expedited,Shirt,487.0
108222,Expedited,Blazzer,599.0
108223,Standard,Blazzer,443.0
108224,Expedited,Blazzer,828.0
108225,Expedited,Shirt,318.0
108226,Expedited,T-shirt,1199.0
108227,Expedited,T-shirt,999.0
108228,Expedited,Shirt,376.0
108229,Expedited,Trousers,574.0
108230,Expedited,Shirt,458.0
108231,Expedited,T-shirt,999.0
108232,Expedited,T-shirt,545.0
108233,Expedited,Blazzer,771.0
108234,Standard,T-shirt,664.0
108235,Expedited,Shirt,517.0
108236,Expedited,T-shirt,1125.0
108237,Expedited,Shirt,435.0
108238,Standard,T-shirt,775.0
108239,Standard,Shirt,292.0
108240,Expedited,T-shirt,429.0
108241,Standard,Shirt,486.0
108242,Expedited,Shirt,435.0
108243,Expedited,Shirt,526.0
108244,Standard,Shirt,353.0
108245,Expedited,T-shirt,969.0
108246,Expedited,T-shirt,899.0
108247,Expedited,Shirt,521.0
108248,Expedited,T-shirt,648.0
108249,Expedited,Shirt,318.0
108250,Expedited,Shirt,0.0
108251,Expedited,Shirt,526.0
108252,Standard,Shirt,486.0
108253,Expedited,T-shirt,478.0
108254,Expedited,T-shirt,969.0
108255,Expedited,Shirt,526.0
108256,Expedited,T-shirt,1122.0
108257,Expedited,T-shirt,899.0
108258,Expedited,Trousers,621.0
108259,Standard,Trousers,493.0
108260,Standard,Shirt,599.0
108261,Expedited,Shirt,517.0
108262,Expedited,Trousers,726.0
108263,Expedited,T-shirt,799.0
108264,Expedited,T-shirt,1018.0
108265,Expedited,T-shirt,565.0
108266,Expedited,Shirt,517.0
108267,Expedited,T-shirt,1018.0
108268,Standard,Trousers,0.0
108269,Expedited,T-shirt,799.0
108270,Expedited,T-shirt,526.0
108271,Expedited,Trousers,791.0
108272,Standard,Shirt,457.0
108273,Standard,T-shirt,591.0
108274,Standard,Blazzer,1112.38
108275,Standard,T-shirt,591.0
108276,Expedited,T-shirt,652.0
108277,Standard,T-shirt,920.54
108278,Standard,Shirt,302.86
108279,Expedited,Shirt,526.0
108280,Expedited,T-shirt,876.0
108281,Expedited,Shirt,399.0
108282,Standard,T-shirt,1281.0
108283,Expedited,Shirt,435.0
108284,Standard,Shirt,330.0
108285,Standard,Shirt,432.0
108286,Standard,Shirt,422.0
108287,Expedited,Shirt,599.0
108288,Standard,Shirt,328.57
108289,Expedited,Blazzer,690.0
108290,Expedited,Shirt,301.0
108291,Expedited,T-shirt,635.0
108292,Expedited,Shirt,606.0
108293,Standard,Shirt,635.0
108294,Expedited,Shirt,435.0
108295,Expedited,Trousers,574.0
108296,Expedited,Shirt,486.0
108297,Expedited,T-shirt,845.0
108298,Expedited,Shirt,406.0
108299,Expedited,Trousers,518.0
108300,Expedited,Shirt,526.0
108301,Expedited,Shirt,301.0
108302,Expedited,T-shirt,1559.0
108303,Expedited,T-shirt,569.0
108304,Standard,Blazzer,
108305,Standard,T-shirt,1301.0
108306,Expedited,Shirt,435.0
108307,Expedited,T-shirt,648.0
108308,Expedited,T-shirt,999.0
108309,Expedited,Shirt,459.0
108310,Expedited,T-shirt,799.0
108311,Expedited,T-shirt,988.0
108312,Standard,T-shirt,702.0
108313,Expedited,Shirt,517.0
108314,Expedited,Perfume,1377.0
108315,Expedited,Shirt,487.0
108316,Expedited,Shirt,380.0
108317,Expedited,Shirt,645.0
108318,Expedited,Trousers,758.0
108319,Expedited,T-shirt,771.0
108320,Expedited,T-shirt,1122.0
108321,Standard,T-shirt,0.0
108322,Expedited,Shirt,
108323,Expedited,Blazzer,690.0
108324,Standard,Blazzer,771.0
108325,Expedited,Shirt,471.0
108326,Expedited,Shirt,517.0
108327,Expedited,T-shirt,1270.0
108328,Standard,Blazzer,
108329,Expedited,T-shirt,1125.0
108330,Expedited,Blazzer,599.0
108331,Expedited,Shirt,486.0
108332,Standard,T-shirt,845.0
108333,Standard,T-shirt,1301.0
108334,Expedited,T-shirt,0.0
108335,Expedited,Shirt,635.0
108336,Expedited,Shirt,345.0
108337,Expedited,T-shirt,429.0
108338,Expedited,Shirt,487.0
108339,Expedited,T-shirt,1139.0
108340,Expedited,Shirt,545.0
108341,Standard,Blazzer,735.0
108342,Expedited,Shirt,333.0
108343,Expedited,Shirt,367.0
108344,Expedited,Shirt,345.0
108345,Expedited,Shirt,486.0
108346,Expedited,Shirt,491.0
108347,Expedited,T-shirt,852.0
108348,Expedited,Shirt,385.0
108349,Expedited,T-shirt,771.0
108350,Expedited,Blazzer,735.0
108351,Expedited,Blazzer,735.0
108352,Expedited,T-shirt,562.0
108353,Expedited,Trousers,625.0
108354,Standard,T-shirt,
108355,Expedited,Shirt,441.0
108356,Standard,T-shirt,
108357,Expedited,Blazzer,791.0
108358,Expedited,T-shirt,
108359,Standard,T-shirt,1143.75
108360,Expedited,Trousers,758.0
108361,Expedited,T-shirt,1122.0
108362,Expedited,T-shirt,919.0
108363,Expedited,T-shirt,799.0
108364,Expedited,Shirt,376.0
108365,Expedited,Shirt,416.0
108366,Standard,T-shirt,1199.0
108367,Expedited,T-shirt,1122.0
108368,Standard,Shirt,349.0
108369,Expedited,T-shirt,635.0
108370,Expedited,T-shirt,824.0
108371,Standard,Shirt,349.0
108372,Expedited,T-shirt,761.0
108373,Expedited,T-shirt,668.0
108374,Expedited,Shirt,645.0
108375,Expedited,Shirt,635.0
108376,Expedited,T-shirt,1399.0
108377,Expedited,T-shirt,771.0
108378,Standard,T-shirt,1369.0
108379,Standard,Blazzer,771.0
108380,Expedited,T-shirt,999.0
108381,Standard,T-shirt,788.0
108382,Expedited,Shirt,435.0
108383,Expedited,Blazzer,771.0
108384,Standard,T-shirt,
108385,Standard,Shirt,517.0
108386,Expedited,T-shirt,1299.0
108387,Expedited,Shirt,
108388,Expedited,Blazzer,771.0
108389,Expedited,Shirt,
108390,Expedited,Blazzer,
108391,Expedited,T-shirt,
108392,Expedited,T-shirt,
108393,Expedited,T-shirt,
108394,Expedited,Shirt,
108395,Standard,Shirt,353.0
108396,Standard,Socks,345.0
108397,Expedited,Trousers,518.0
108398,Expedited,Shirt,301.0
108399,Standard,Blazzer,771.0
108400,Expedited,Shirt,526.0
108401,Expedited,Shirt,625.0
108402,Expedited,T-shirt,832.0
108403,Standard,Blazzer,771.0
108404,Expedited,Shirt,301.0
108405,Standard,Trousers,625.0
108406,Standard,Trousers,625.0
108407,Standard,T-shirt,1399.0
108408,Expedited,T-shirt,721.0
108409,Expedited,Shirt,753.0
108410,Expedited,Trousers,545.0
108411,Expedited,T-shirt,1338.0
108412,Expedited,Blazzer,690.0
108413,Expedited,T-shirt,988.0
108414,Expedited,Shirt,587.0
108415,Standard,Shirt,533.0
108416,Expedited,Shirt,517.0
108417,Expedited,T-shirt,599.0
108418,Standard,Trousers,749.0
108419,Expedited,Blazzer,791.0
108420,Standard,Shirt,301.0
108421,Standard,Trousers,493.0
108422,Standard,Shirt,333.0
108423,Expedited,Shirt,318.0
108424,Standard,Shirt,380.0
108425,Expedited,Shirt,345.0
108426,Expedited,Shirt,301.0
108427,Expedited,Trousers,574.0
108428,Expedited,Shirt,582.0
108429,Expedited,Blazzer,771.0
108430,Standard,T-shirt,666.0
108431,Expedited,Shirt,487.0
108432,Expedited,T-shirt,666.0
108433,Expedited,T-shirt,635.0
108434,Standard,T-shirt,
108435,Standard,T-shirt,
108436,Expedited,T-shirt,771.0
108437,Standard,Blazzer,771.0
108438,Expedited,Trousers,574.0
108439,Expedited,Shirt,435.0
108440,Standard,Blazzer,734.29
108441,Expedited,Shirt,925.0
108442,Expedited,T-shirt,1122.0
108443,Expedited,Blazzer,
108444,Standard,Blazzer,771.0
108445,Standard,Blazzer,771.0
108446,Standard,Shirt,666.0
108447,Standard,Shirt,771.0
108448,Expedited,Blazzer,771.0
108449,Standard,Shirt,665.0
108450,Standard,Blazzer,885.0
108451,Expedited,T-shirt,1270.0
108452,Expedited,T-shirt,921.0
108453,Expedited,Shirt,
108454,Expedited,T-shirt,575.0
108455,Expedited,Blazzer,825.0
108456,Expedited,Blazzer,885.0
108457,Expedited,Blazzer,989.0
108458,Expedited,T-shirt,1096.0
108459,Expedited,T-shirt,1133.0
108460,Expedited,T-shirt,1523.0
108461,Expedited,Shirt,353.0
108462,Expedited,Blazzer,690.0
108463,Standard,T-shirt,0.0
108464,Standard,Shirt,736.0
108465,Standard,T-shirt,635.0
108466,Standard,Blazzer,771.0
108467,Expedited,Shirt,459.0
108468,Expedited,T-shirt,899.0
108469,Expedited,Perfume,899.0
108470,Expedited,T-shirt,1133.0
108471,Expedited,T-shirt,888.0
108472,Expedited,Shirt,435.0
108473,Standard,Shirt,449.0
108474,Expedited,T-shirt,999.0
108475,Expedited,Shirt,471.0
108476,Expedited,T-shirt,
108477,Expedited,T-shirt,832.0
108478,Expedited,T-shirt,545.0
108479,Expedited,Shirt,517.0
108480,Standard,T-shirt,696.0
